s,x,y,psi
53.3540,53.0000,3.0000,0.000000
53.6040,53.2500,3.0000,-0.000000
53.8540,53.5000,3.0000,0.000000
54.1040,53.7500,3.0000,-0.000000
54.3540,54.0000,3.0000,0.000000
54.6040,54.2500,3.0000,-0.000000
54.8540,54.5000,3.0000,0.000000
55.1040,54.7500,3.0000,-0.000000
55.3540,55.0000,3.0000,0.000000
55.6040,55.2500,3.0000,-0.000000
55.8540,55.5000,3.0000,0.000000
56.1040,55.7500,3.0000,-0.000000
56.3540,56.0000,3.0000,0.000000
56.6040,56.2500,3.0000,-0.000000
56.8540,56.5000,3.0000,0.000000
57.1040,56.7500,3.0000,-0.000000
57.3540,57.0000,3.0000,0.000000
57.6040,57.2500,3.0000,-0.000000
57.8540,57.5000,3.0000,0.000000
58.1040,57.7500,3.0000,-0.000000
58.3540,58.0000,3.0000,0.000000
58.6040,58.2500,3.0000,-0.000000
58.8540,58.5000,3.0000,0.000000
59.1040,58.7500,3.0000,-0.000000
59.3540,59.0000,3.0000,0.000000
59.6040,59.2500,3.0000,-0.000000
59.8540,59.5000,3.0000,0.000000
60.1040,59.7500,3.0000,-0.000000
60.3540,60.0000,3.0000,0.000000
60.6040,60.2500,3.0000,-0.000000
60.8540,60.5000,3.0000,0.000000
61.1040,60.7500,3.0000,-0.000000
61.3540,61.0000,3.0000,0.000000
61.6040,61.2500,3.0000,-0.000000
61.8540,61.5000,3.0000,0.000000
62.1040,61.7500,3.0000,-0.000000
62.3540,62.0000,3.0000,0.000000
62.6040,62.2500,3.0000,-0.000000
62.8540,62.5000,3.0000,0.000000
63.1040,62.7500,3.0000,-0.000000
63.3540,63.0000,3.0000,0.000000
63.6040,63.2500,3.0000,-0.000000
63.8540,63.5000,3.0000,0.000000
64.1040,63.7500,3.0000,-0.000000
64.3540,64.0000,3.0000,0.000000
64.6040,64.2500,3.0000,-0.000000
64.8540,64.5000,3.0000,0.000000
65.1040,64.7500,3.0000,-0.000000
65.3540,65.0000,3.0000,0.000000
65.6040,65.2500,3.0000,-0.000000
65.8540,65.5000,3.0000,0.000000
66.1040,65.7500,3.0000,-0.000000
66.3540,66.0000,3.0000,0.000000
66.6040,66.2500,3.0000,-0.000000
66.8540,66.5000,3.0000,0.000000
67.1040,66.7500,3.0000,-0.000000
67.3540,67.0000,3.0000,0.000000
67.6040,67.2500,3.0000,-0.000000
67.8540,67.5000,3.0000,0.000000
68.1040,67.7500,3.0000,-0.000000
68.3540,68.0000,3.0000,0.000000
68.6040,68.2500,3.0000,-0.000000
68.8540,68.5000,3.0000,0.000000
69.1040,68.7500,3.0000,-0.000000
69.3540,69.0000,3.0000,0.000000
69.6040,69.2500,3.0000,-0.000000
69.8540,69.5000,3.0000,0.000000
70.1040,69.7500,3.0000,-0.000000
70.3540,70.0000,3.0000,0.000000
70.6040,70.2500,3.0000,-0.000000
70.8540,70.5000,3.0000,0.000000
71.1040,70.7500,3.0000,-0.000000
71.3540,71.0000,3.0000,0.000000
71.6040,71.2500,3.0000,-0.000000
71.8540,71.5000,3.0000,0.000000
72.1040,71.7500,3.0000,-0.000000
72.3540,72.0000,3.0000,0.000000
72.6040,72.2500,3.0000,-0.000000
72.8540,72.5000,3.0000,0.000000
73.1040,72.7500,3.0000,-0.000000
73.3540,73.0000,3.0000,0.000000
73.6040,73.2500,3.0000,-0.000000
73.8540,73.5000,3.0000,0.000000
74.1040,73.7500,3.0000,-0.000000
74.3540,74.0000,3.0000,0.000000
74.6040,74.2500,3.0000,-0.000000
74.8540,74.5000,3.0000,0.000000
75.1040,74.7500,3.0000,-0.000000
75.3540,75.0000,3.0000,0.000000
