x,y
0.0000,0.0000
0.2500,0.1047
0.5000,0.2091
0.7500,0.3129
1.0000,0.4158
1.2500,0.5176
1.5000,0.6180
1.7500,0.7167
2.0000,0.8135
2.2500,0.9080
2.5000,1.0000
2.7500,1.0893
3.0000,1.1756
3.2500,1.2586
3.5000,1.3383
3.7500,1.4142
4.0000,1.4863
4.2500,1.5543
4.5000,1.6180
4.7500,1.6773
5.0000,1.7321
5.2500,1.7820
5.5000,1.8271
5.7500,1.8672
6.0000,1.9021
6.2500,1.9319
6.5000,1.9563
6.7500,1.9754
7.0000,1.9890
7.2500,1.9973
7.5000,2.0000
7.7500,1.9973
8.0000,1.9890
8.2500,1.9754
8.5000,1.9563
8.7500,1.9319
9.0000,1.9021
9.2500,1.8672
9.5000,1.8271
9.7500,1.7820
10.0000,1.7321
10.2500,1.6773
10.5000,1.6180
10.7500,1.5543
11.0000,1.4863
11.2500,1.4142
11.5000,1.3383
11.7500,1.2586
12.0000,1.1756
12.2500,1.0893
12.5000,1.0000
12.7500,0.9080
13.0000,0.8135
13.2500,0.7167
13.5000,0.6180
13.7500,0.5176
14.0000,0.4158
14.2500,0.3129
14.5000,0.2091
14.7500,0.1047
15.0000,0.0000
15.2500,-0.1047
15.5000,-0.2091
15.7500,-0.3129
16.0000,-0.4158
16.2500,-0.5176
16.5000,-0.6180
16.7500,-0.7167
17.0000,-0.8135
17.2500,-0.9080
17.5000,-1.0000
17.7500,-1.0893
18.0000,-1.1756
18.2500,-1.2586
18.5000,-1.3383
18.7500,-1.4142
19.0000,-1.4863
19.2500,-1.5543
19.5000,-1.6180
19.7500,-1.6773
20.0000,-1.7321
20.2500,-1.7820
20.5000,-1.8271
20.7500,-1.8672
21.0000,-1.9021
21.2500,-1.9319
21.5000,-1.9563
21.7500,-1.9754
22.0000,-1.9890
22.2500,-1.9973
22.5000,-2.0000
22.7500,-1.9973
23.0000,-1.9890
23.2500,-1.9754
23.5000,-1.9563
23.7500,-1.9319
24.0000,-1.9021
24.2500,-1.8672
24.5000,-1.8271
24.7500,-1.7820
25.0000,-1.7321
25.2500,-1.6773
25.5000,-1.6180
25.7500,-1.5543
26.0000,-1.4863
26.2500,-1.4142
26.5000,-1.3383
26.7500,-1.2586
27.0000,-1.1756
27.2500,-1.0893
27.5000,-1.0000
27.7500,-0.9080
28.0000,-0.8135
28.2500,-0.7167
28.5000,-0.6180
28.7500,-0.5176
29.0000,-0.4158
29.2500,-0.3129
29.5000,-0.2091
29.7500,-0.1047
30.0000,-0.0000
30.2500,0.1047
30.5000,0.2091
30.7500,0.3129
31.0000,0.4158
31.2500,0.5176
31.5000,0.6180
31.7500,0.7167
32.0000,0.8135
32.2500,0.9080
32.5000,1.0000
32.7500,1.0893
33.0000,1.1756
33.2500,1.2586
33.5000,1.3383
33.7500,1.4142
34.0000,1.4863
34.2500,1.5543
34.5000,1.6180
34.7500,1.6773
35.0000,1.7321
35.2500,1.7820
35.5000,1.8271
35.7500,1.8672
36.0000,1.9021
36.2500,1.9319
36.5000,1.9563
36.7500,1.9754
37.0000,1.9890
37.2500,1.9973
37.5000,2.0000
37.7500,1.9973
38.0000,1.9890
38.2500,1.9754
38.5000,1.9563
38.7500,1.9319
39.0000,1.9021
39.2500,1.8672
39.5000,1.8271
39.7500,1.7820
40.0000,1.7321
40.2500,1.6773
40.5000,1.6180
40.7500,1.5543
