x,y
0.0000,0.0000
0.2500,0.0000
0.5000,0.0000
0.7500,0.0000
1.0000,0.0000
1.2500,0.0000
1.5000,0.0000
1.7500,0.0000
2.0000,0.0000
2.2500,0.0000
2.5000,0.0000
2.7500,0.0000
3.0000,0.0000
3.2500,0.0000
3.5000,0.0000
3.7500,0.0000
4.0000,0.0000
4.2500,0.0000
4.5000,0.0000
4.7500,0.0000
5.0000,0.0000
5.2500,0.0000
5.5000,0.0000
5.7500,0.0000
6.0000,0.0000
6.2500,0.0000
6.5000,0.0000
6.7500,0.0000
7.0000,0.0000
7.2500,0.0000
7.5000,0.0000
7.7500,0.0000
8.0000,0.0000
8.2500,0.0000
8.5000,0.0000
8.7500,0.0000
9.0000,0.0000
9.2500,0.0000
9.5000,0.0000
9.7500,0.0000
10.0000,0.0000
10.2500,0.0000
10.5000,0.0000
10.7500,0.0000
11.0000,0.0000
11.2500,0.0000
11.5000,0.0000
11.7500,0.0000
12.0000,0.0000
12.2500,0.0000
12.5000,0.0000
12.7500,0.0000
13.0000,0.0000
13.2500,0.0000
13.5000,0.0000
13.7500,0.0000
14.0000,0.0000
14.2500,0.0000
14.5000,0.0000
14.7500,0.0000
15.0000,0.0000
15.2500,0.0000
15.5000,0.0000
15.7500,0.0000
16.0000,0.0000
16.2500,0.0000
16.5000,0.0000
16.7500,0.0000
17.0000,0.0000
17.2500,0.0000
17.5000,0.0000
17.7500,0.0000
18.0000,0.0000
18.2500,0.0000
18.5000,0.0000
18.7500,0.0000
19.0000,0.0000
19.2500,0.0000
19.5000,0.0000
19.7500,0.0000
20.0000,0.0000
20.2500,0.0000
20.5000,0.0000
20.7500,0.0000
21.0000,0.0000
21.2500,0.0000
21.5000,0.0000
21.7500,0.0000
22.0000,0.0000
22.2500,0.0000
22.5000,0.0000
22.7500,0.0000
23.0000,0.0000
23.2500,0.0000
23.5000,0.0000
23.7500,0.0000
24.0000,0.0000
24.2500,0.0000
24.5000,0.0000
24.7500,0.0000
25.0000,0.0000
25.2500,0.0000
25.5000,0.0000
25.7500,0.0000
26.0000,0.0000
26.2500,0.0000
26.5000,0.0000
26.7500,0.0000
27.0000,0.0000
27.2500,0.0000
27.5000,0.0000
27.7500,0.0000
28.0000,0.0000
28.2500,0.0000
28.5000,0.0000
28.7500,0.0000
29.0000,0.0000
29.2500,0.0000
29.5000,0.0000
29.7500,0.0000
30.0000,0.0000
30.2500,0.0000
30.5000,0.0000
30.7500,0.0000
31.0000,0.0000
31.2500,0.0000
31.5000,0.0000
31.7500,0.0000
32.0000,0.0000
32.2500,0.0000
32.5000,0.0000
32.7500,0.0000
33.0000,0.0000
33.2500,0.0000
33.5000,0.0000
33.7500,0.0000
34.0000,0.0000
34.2500,0.0000
34.5000,0.0000
34.7500,0.0000
35.0000,0.0000
35.2500,0.0000
35.5000,0.0000
35.7500,0.0000
36.0000,0.0000
36.2500,0.0000
36.5000,0.0000
36.7500,0.0000
37.0000,0.0000
37.2500,0.0000
37.5000,0.0000
37.7500,0.0000
38.0000,0.0000
38.2500,0.0000
38.5000,0.0000
38.7500,0.0000
39.0000,0.0000
39.2500,0.0000
39.5000,0.0000
39.7500,0.0000
40.0000,0.0000
40.2500,0.0000
40.5000,0.0000
40.7500,0.0000
41.0000,0.0000
41.2500,0.0000
41.5000,0.0000
41.7500,0.0000
42.0000,0.0000
42.2500,0.0000
42.5000,0.0000
42.7500,0.0000
43.0000,0.0000
43.2500,0.0000
43.5000,0.0000
43.7500,0.0000
44.0000,0.0000
44.2500,0.0000
44.5000,0.0000
44.7500,0.0000
45.0000,0.0000
45.2500,0.0000
45.5000,0.0000
45.7500,0.0000
46.0000,0.0000
46.2500,0.0000
46.5000,0.0000
46.7500,0.0000
47.0000,0.0000
47.2500,0.0000
47.5000,0.0000
47.7500,0.0000
48.0000,0.0000
48.2500,0.0000
48.5000,0.0000
48.7500,0.0000
49.0000,0.0000
49.2500,0.0000
49.5000,0.0000
49.7500,0.0000
50.0000,0.0000
50.2500,0.0000
50.5000,0.0000
50.7500,0.0000
51.0000,0.0000
51.2500,0.0000
51.5000,0.0000
51.7500,0.0000
52.0000,0.0000
52.2500,0.0000
52.5000,0.0000
52.7500,0.0000
53.0000,0.0000
53.2500,0.0000
53.5000,0.0000
53.7500,0.0000
54.0000,0.0000
54.2500,0.0000
54.5000,0.0000
54.7500,0.0000
55.0000,0.0000
55.2500,0.0000
55.5000,0.0000
55.7500,0.0000
56.0000,0.0000
56.2500,0.0000
56.5000,0.0000
56.7500,0.0000
57.0000,0.0000
57.2500,0.0000
57.5000,0.0000
57.7500,0.0000
58.0000,0.0000
58.2500,0.0000
58.5000,0.0000
58.7500,0.0000
59.0000,0.0000
59.2500,0.0000
59.5000,0.0000
59.7500,0.0000
60.0000,0.0000
60.2500,0.0000
60.5000,0.0000
60.7500,0.0000
61.0000,0.0000
61.2500,0.0000
61.5000,0.0000
61.7500,0.0000
62.0000,0.0000
62.2500,0.0000
62.5000,0.0000
62.7500,0.0000
63.0000,0.0000
63.2500,0.0000
63.5000,0.0000
63.7500,0.0000
64.0000,0.0000
64.2500,0.0000
64.5000,0.0000
64.7500,0.0000
65.0000,0.0000
65.2500,0.0000
65.5000,0.0000
65.7500,0.0000
66.0000,0.0000
66.2500,0.0000
66.5000,0.0000
66.7500,0.0000
67.0000,0.0000
67.2500,0.0000
67.5000,0.0000
67.7500,0.0000
68.0000,0.0000
68.2500,0.0000
68.5000,0.0000
68.7500,0.0000
69.0000,0.0000
69.2500,0.0000
69.5000,0.0000
69.7500,0.0000
70.0000,0.0000
70.2500,0.0000
70.5000,0.0000
70.7500,0.0000
71.0000,0.0000
71.2500,0.0000
71.5000,0.0000
71.7500,0.0000
72.0000,0.0000
72.2500,0.0000
72.5000,0.0000
72.7500,0.0000
73.0000,0.0000
73.2500,0.0000
73.5000,0.0000
73.7500,0.0000
74.0000,0.0000
74.2500,0.0000
74.5000,0.0000
74.7500,0.0000
75.0000,0.0000
75.2500,0.0000
75.5000,0.0000
75.7500,0.0000
76.0000,0.0000
76.2500,0.0000
76.5000,0.0000
76.7500,0.0000
77.0000,0.0000
77.2500,0.0000
77.5000,0.0000
77.7500,0.0000
78.0000,0.0000
78.2500,0.0000
78.5000,0.0000
78.7500,0.0000
79.0000,0.0000
79.2500,0.0000
79.5000,0.0000
79.7500,0.0000
80.0000,0.0000
80.2500,0.0000
80.5000,0.0000
80.7500,0.0000
81.0000,0.0000
81.2500,0.0000
81.5000,0.0000
81.7500,0.0000
82.0000,0.0000
82.2500,0.0000
82.5000,0.0000
82.7500,0.0000
83.0000,0.0000
83.2500,0.0000
83.5000,0.0000
83.7500,0.0000
84.0000,0.0000
84.2500,0.0000
84.5000,0.0000
84.7500,0.0000
85.0000,0.0000
85.2500,0.0000
85.5000,0.0000
85.7500,0.0000
86.0000,0.0000
86.2500,0.0000
86.5000,0.0000
86.7500,0.0000
87.0000,0.0000
87.2500,0.0000
87.5000,0.0000
87.7500,0.0000
88.0000,0.0000
88.2500,0.0000
88.5000,0.0000
88.7500,0.0000
89.0000,0.0000
89.2500,0.0000
89.5000,0.0000
89.7500,0.0000
90.0000,0.0000
90.2500,0.0000
90.5000,0.0000
90.7500,0.0000
91.0000,0.0000
91.2500,0.0000
91.5000,0.0000
91.7500,0.0000
92.0000,0.0000
92.2500,0.0000
92.5000,0.0000
92.7500,0.0000
93.0000,0.0000
93.2500,0.0000
93.5000,0.0000
93.7500,0.0000
94.0000,0.0000
94.2500,0.0000
94.5000,0.0000
94.7500,0.0000
95.0000,0.0000
95.2500,0.0000
95.5000,0.0000
95.7500,0.0000
96.0000,0.0000
96.2500,0.0000
96.5000,0.0000
96.7500,0.0000
97.0000,0.0000
97.2500,0.0000
97.5000,0.0000
97.7500,0.0000
98.0000,0.0000
98.2500,0.0000
98.5000,0.0000
98.7500,0.0000
99.0000,0.0000
99.2500,0.0000
99.5000,0.0000
99.7500,0.0000
100.0000,0.0000
100.2500,0.0000
100.5000,0.0000
100.7500,0.0000
101.0000,0.0000
101.2500,0.0000
101.5000,0.0000
101.7500,0.0000
102.0000,0.0000
102.2500,0.0000
102.5000,0.0000
102.7500,0.0000
103.0000,0.0000
103.2500,0.0000
103.5000,0.0000
103.7500,0.0000
104.0000,0.0000
104.2500,0.0000
104.5000,0.0000
104.7500,0.0000
105.0000,0.0000
105.2500,0.0000
105.5000,0.0000
105.7500,0.0000
106.0000,0.0000
106.2500,0.0000
106.5000,0.0000
106.7500,0.0000
107.0000,0.0000
107.2500,0.0000
107.5000,0.0000
107.7500,0.0000
108.0000,0.0000
108.2500,0.0000
108.5000,0.0000
108.7500,0.0000
109.0000,0.0000
109.2500,0.0000
