DL_bitrate,UL_bitrate
1818823.8309043879,636588.3408165358
0.0,0.0
0.0,0.0
0.0,0.0
1847924.8350014205,646773.6922504972
0.0,0.0
1678254.225999645,587388.9790998757
0.0,0.0
0.0,0.0
442002.2610747989,154700.7913761796
1909830.1221195506,668440.5427418427
0.0,0.0
0.0,0.0
269657.1316443442,94379.99607552047
1929786.162973069,675425.1570405741
0.0,0.0
1807956.4765464365,632784.7667912528
0.0,0.0
0.0,0.0
806199.970114154,282169.9895399539
1952048.8200469008,683217.0870164152
0.0,0.0
0.0,0.0
0.0,0.0
1890630.5086894669,661720.6780413133
0.0,0.0
1541649.3900736899,539577.2865257914
0.0,0.0
0.0,0.0
1052542.9955327457,368390.04843646096
1990146.294329619,696551.2030153666
0.0,0.0
0.0,0.0
269563.5055057755,94347.22692702142
1967131.9280013405,688496.1748004691
0.0,0.0
1787033.181573864,625461.6135508524
0.0,0.0
0.0,0.0
1311162.0851095384,458906.7297883384
1944572.9263959995,680600.5242385998
2704.207627769165,946.4726697192076
1279628.6913976094,447870.04198916326
1626504.4437810779,569276.5553233773
2004306.178236276,701507.1623826965
0.0,0.0
1955497.7438120886,684424.210334231
0.0,0.0
0.0,0.0
307682.4668599942,107688.86340099797
1948552.1103703647,681993.2386296276
270295.7723833079,94603.52033415777
1631438.8806696073,571003.6082343626
1775606.97482883,621462.4411900905
2007986.826791437,702795.389377003
0.0,0.0
1950653.633596239,682728.7717586836
0.0,0.0
0.0,0.0
269512.53952242393,94329.38883284837
1874989.1702837904,656246.2095993266
0.0,0.0
844885.9507276007,295710.0827546602
1319230.3985243705,461730.63948352967
1972143.0970850552,690250.0839797693
0.0,0.0
1960472.3899225225,686165.3364728828
0.0,0.0
0.0,0.0
446756.04294209846,156364.61502973444
1990424.3836051298,696648.5342617953
269558.5550543578,94345.49426902522
542404.6620451245,189841.63171579354
1182182.2473983406,413763.7865894192
2003022.585065008,701057.9047727528
0.0,0.0
2000731.8609059856,700256.1513170949
273777.78209719015,95822.22373401654
0.0,0.0
1854935.2853845078,649227.3498845777
1995931.4039733724,698575.9913906803
0.0,0.0
271311.57812090067,94959.05234231523
744431.259142458,260550.94069986028
2006330.550366744,702215.6926283604
0.0,0.0
1969848.181635106,689446.863572287
452186.0606556477,158265.1212294767
0.0,0.0
1558403.2125741006,545441.1244009351
1954319.4690884447,684011.8141809556
0.0,0.0
0.0,0.0
0.0,0.0
340639.6304431703,119223.8706551096
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
729147.7940234499,255201.72790820745
1839426.084734706,643799.1296571471
0.0,0.0
0.0,0.0
0.0,0.0
1866429.540276696,653250.3390968435
0.0,0.0
1640764.0327158833,574267.4114505592
0.0,0.0
0.0,0.0
285972.5829973224,100090.40404906282
1926756.85860361,674364.9005112634
0.0,0.0
0.0,0.0
0.0,0.0
1937450.688573599,678107.7410007596
0.0,0.0
1876925.7465075215,656924.0112776324
0.0,0.0
0.0,0.0
1043579.8259450963,365252.9390807837
2015019.6228768178,705256.8680068862
7059.267513822215,2470.743629837775
280969.4216781963,98339.2975873687
718487.7019599918,251470.6956859971
2011621.2625647208,704067.4418976522
0.0,0.0
1947624.7020415114,681668.645714529
287490.6471260783,100621.7264941274
0.0,0.0
1570781.8123622215,549773.6343267775
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1753644.2054102987,613775.4718936045
0.0,0.0
961195.2108941524,336418.3238129533
1610551.9841394075,563693.1944487926
1954283.218336057,683999.1264176199
0.0,0.0
1913493.825136899,669722.8387979146
0.0,0.0
0.0,0.0
0.0,0.0
1984902.2143320069,694715.7750162024
388099.29090505146,135834.751816768
1700494.954616299,595173.2341157045
1788266.7994647028,625893.379812646
2019610.3891665197,706863.6362082819
0.0,0.0
1927753.0688550055,674713.5740992519
0.0,0.0
0.0,0.0
278611.2424879032,97513.93487076613
2015277.0386708216,705346.9635347875
0.0,0.0
0.0,0.0
0.0,0.0
1968342.4501754183,688919.8575613963
0.0,0.0
1650915.4108869585,577820.3938104354
281183.019133727,98414.05669680444
0.0,0.0
1426250.6360247778,499187.72260867216
2617225.7289472464,916029.0051315362
2665.0,932.7499999999999
0.0,0.0
313654.2874512746,109779.0006079461
2183586.274997544,764255.1962491403
0.0,0.0
1847747.238082554,646711.5333288938
1375296.7060840104,481353.8471294036
0.0,0.0
1632914.1046422676,571519.9366247936
1874596.9803071006,656108.9431074852
0.0,0.0
0.0,0.0
0.0,0.0
1872927.5305779737,655524.6357022908
0.0,0.0
1652655.5950527634,578429.4582684671
0.0,0.0
0.0,0.0
534449.3734708892,187057.2807148112
1622386.2212103694,567835.1774236292
0.0,0.0
0.0,0.0
0.0,0.0
1756200.7795422394,614670.2728397837
0.0,0.0
1539928.3614340916,538974.926501932
0.0,0.0
0.0,0.0
2690.226986435472,941.5794452524152
1858188.8168189237,650366.0858866232
0.0,0.0
584136.9526591814,204447.93343071348
1282346.3224071164,448821.2128424907
1966015.1384183362,688105.2984464177
0.0,0.0
1907004.9462403378,667451.7311841182
0.0,0.0
0.0,0.0
269507.7589377226,94327.7156282029
2011781.601123382,704123.5603931837
268339.0660036051,93918.67310126177
275505.5194308807,96426.93180080825
544223.5905827389,190478.25670395858
1998510.6746917006,699478.7361420952
0.0,0.0
1928025.004680617,674808.751638216
271218.09189496574,94926.332163238
0.0,0.0
1741095.7219465366,609383.5026812877
1979347.916845316,692771.7708958606
278768.8482773832,97569.0968970841
1768638.777626691,619023.5721693417
1949800.8067575402,682430.282365139
2608528.120418749,912984.8421465621
699536.9652359297,244837.93783257538
2564503.448048242,897576.2068168846
420911.9711008315,147319.189885291
0.0,0.0
573068.5938111524,200574.00783390334
1841483.3095995951,644519.1583598582
0.0,0.0
0.0,0.0
0.0,0.0
1881672.8153289778,658585.4853651422
0.0,0.0
1692248.020779178,592286.8072727122
0.0,0.0
0.0,0.0
283402.42983093054,99190.85044082568
2010557.4313567658,703695.1009748679
0.0,0.0
0.0,0.0
0.0,0.0
1969701.1839154894,689395.4143704212
0.0,0.0
1685877.0021116997,590056.9507390949
0.0,0.0
0.0,0.0
1365155.9296823656,477804.57538882794
1770929.3150784068,619825.2602774424
0.0,0.0
1016917.6229626611,355921.16803693137
1579823.6213062603,552938.2674571911
1957168.2772340488,685008.897031917
0.0,0.0
1927947.0911513416,674781.4819029695
0.0,0.0
0.0,0.0
0.0,0.0
1897994.6177183324,664298.1162014164
0.0,0.0
269632.25123884575,94371.287933596
468311.29597151466,163908.9535900301
1947577.2253646879,681652.0288776407
0.0,0.0
1883737.7621792573,659308.21676274
0.0,0.0
0.0,0.0
774146.4877541924,270951.27071396733
1869814.0195823351,654434.9068538173
0.0,0.0
1375803.5734965885,481531.2507238059
1657588.8241101056,580156.088438537
1972019.4908369605,690206.8217929362
0.0,0.0
1939461.5101292976,678811.5285452541
0.0,0.0
0.0,0.0
271163.27442063356,94907.14604722174
2004752.520203914,701663.3820713699
284819.9292406355,99686.97523422241
1334025.7340821761,466909.0069287616
1615830.3639212549,565540.6273724391
2478655.851568811,867529.5480490838
0.0,0.0
2202976.334389381,771041.7170362833
502181.4319565034,175763.5011847762
0.0,0.0
1752968.1533484142,613538.8536719449
1964294.0094547374,687502.903309158
268707.0251684786,94047.45880896751
1056016.364609319,369605.7276132616
1378397.4349407908,482439.10222927673
1996234.7945371314,698682.178087996
0.0,0.0
1969806.1664971907,689432.1582740167
0.0,0.0
0.0,0.0
1398495.6559248564,489473.4795736997
1884093.7083325058,659432.797916377
0.0,0.0
0.0,0.0
268454.15315577097,93958.95360451983
1912917.6287118495,669521.1700491472
0.0,0.0
1797583.3975636987,629154.1891472945
0.0,0.0
0.0,0.0
521923.7568226062,182673.31488791216
1972544.0310059392,690390.4108520787
0.0,0.0
0.0,0.0
0.0,0.0
1952507.3989248762,683377.5896237066
0.0,0.0
1875863.696414291,656552.2937450018
270678.30518271815,94737.40681395134
0.0,0.0
1720451.055764142,602157.8695174496
1974072.1981413416,690925.2693494695
0.0,0.0
0.0,0.0
2704.7077415186627,946.6477095315319
1954033.3336973358,683911.6667940675
0.0,0.0
1846344.1685502827,646220.4589925989
5184.135436414594,1814.4474027451076
0.0,0.0
1526003.3718095936,534101.1801333578
1988181.26413042,695863.442445647
0.0,0.0
0.0,0.0
0.0,0.0
1901184.0537877488,665414.418825712
0.0,0.0
1383615.414806293,484265.39518220257
311496.59080490074,109023.80678171525
0.0,0.0
1613830.682215741,564840.7387755093
1809351.1466292017,633272.9013202206
0.0,0.0
1101623.606824004,385568.26238840143
1538879.8497271864,538607.9474045152
1983628.180162291,694269.8630568018
0.0,0.0
2009270.3645767062,703244.6276018472
0.0,0.0
0.0,0.0
1238317.8427167316,433411.244950856
2005522.5771311289,701932.9019958951
0.0,0.0
0.0,0.0
0.0,0.0
1946045.5748038315,681115.951181341
0.0,0.0
1700531.5629166937,595186.0470208428
266818.08128821047,93386.32845087365
0.0,0.0
1548100.7812195946,541835.2734268581
1838289.4883554112,643401.3209243938
0.0,0.0
578816.1772729191,202585.66204552166
1299938.5879169772,454978.505770942
1961420.4522977273,686497.1583042046
0.0,0.0
1900890.4224330904,665311.6478515816
0.0,0.0
0.0,0.0
265241.5771677184,92834.55200870143
1981392.6593833414,693487.4307841695
0.0,0.0
271721.2083665449,95102.42292829072
626713.6003256469,219349.7601139764
1990280.0449831265,696598.0157440943
0.0,0.0
1901975.223828085,665691.3283398297
2704.8869475531233,946.7104316435931
0.0,0.0
1359115.5997433946,475690.4599101881
1984973.0501335673,694740.5675467486
2704.6464076849747,946.626242689741
744680.7877009816,260638.27569534353
1393676.2557582234,487786.68951537815
2005555.7864674479,701944.5252636067
0.0,0.0
1932372.0690842872,676330.2241795005
2642.4814937210776,924.8685228023771
0.0,0.0
814690.0858013947,285141.5300304881
2608337.373974809,912918.0808911831
0.0,0.0
0.0,0.0
0.0,0.0
1985480.5626290948,694918.1969201831
0.0,0.0
1680206.304522925,588072.2065830238
1266444.2819552838,443255.4986843493
0.0,0.0
1876886.4703200979,656910.2646120342
1771238.0622281146,619933.32177984
0.0,0.0
0.0,0.0
0.0,0.0
1819398.9699802315,636789.639493081
0.0,0.0
1607265.4908682306,562542.9218038807
0.0,0.0
0.0,0.0
272773.83085577213,95470.84079952024
1982104.7281204802,693736.654842168
272456.5135734824,95359.77975071884
1442466.6474648444,504863.3266126955
1632759.9155360502,571465.9704376175
2238165.454835733,783357.9091925065
0.0,0.0
2015102.450183236,705285.8575641325
0.0,0.0
0.0,0.0
1173123.9971192793,410593.39899174776
1891052.2224501162,661868.2778575406
0.0,0.0
0.0,0.0
0.0,0.0
1879997.6809812249,657999.1883434287
0.0,0.0
1629102.675561816,570185.9364466355
0.0,0.0
0.0,0.0
693691.0836623964,242791.87928183872
1881772.7025316104,658620.4458860636
0.0,0.0
0.0,0.0
268737.02149156225,94057.95752204678
1914620.6495625547,670117.2273468941
0.0,0.0
1797061.5256284883,628971.5339699709
0.0,0.0
0.0,0.0
439249.08897041733,153737.18113964607
1986932.989011833,695426.5461541415
2665.0,932.7499999999999
415798.6654511243,145529.5329078935
1001356.383831043,350474.73434086505
1997527.6626910362,699134.6819418627
0.0,0.0
1966339.073547437,688218.6757416029
175153.5265478513,61303.734291747955
0.0,0.0
1593444.496435028,557705.5737522597
2392200.837852872,837270.2932485051
0.0,0.0
0.0,0.0
0.0,0.0
1986440.8563639873,695254.2997273955
0.0,0.0
1813824.073906493,634838.4258672724
1670833.8653359616,584791.8528675865
0.0,0.0
1748968.1673488698,612138.8585721044
1826153.4316003004,639153.7010601051
0.0,0.0
0.0,0.0
0.0,0.0
1866931.727867411,653426.1047535938
0.0,0.0
1662942.580014666,582029.903005133
0.0,0.0
0.0,0.0
283328.00864232803,99164.8030248148
2616423.5503978394,915748.2426392437
420.4238457515369,147.1483460130379
0.0,0.0
294296.7815525636,103003.87354339725
2173799.9887564923,760829.9960647722
0.0,0.0
1847976.024665133,646791.6086327966
1404474.354677266,491566.02413704304
0.0,0.0
1619553.5391270532,566843.7386944686
1850642.3154446664,647724.8104056332
0.0,0.0
2682.7786110133457,938.9725138546709
274910.00772657176,96218.5027043001
1916031.1690737521,670610.9091758132
0.0,0.0
1812113.0893984959,634239.5812894735
0.0,0.0
0.0,0.0
277012.8775768303,96954.50715189059
1930969.81852134,675839.436482469
0.0,0.0
0.0,0.0
0.0,0.0
1846783.5227851653,646374.2329748078
0.0,0.0
1555297.4451903396,544354.1058166188
268552.91659091227,93993.52080681929
0.0,0.0
1558649.7516546044,545527.4130791115
1690013.6737766531,591504.7858218285
0.0,0.0
0.0,0.0
0.0,0.0
1809397.9073254997,633289.2675639249
0.0,0.0
1635290.517552836,572351.6811434926
0.0,0.0
0.0,0.0
269656.1672551769,94379.6585393119
2001168.5636972701,700408.9972940445
0.0,0.0
0.0,0.0
0.0,0.0
1983009.0993707455,694053.1847797609
0.0,0.0
1932274.70484532,676296.146695862
286635.68574137223,100322.49000948027
0.0,0.0
1840116.7261428337,644040.8541499918
1998705.3961197517,699546.8886419131
268467.2841148704,93963.54944020465
496148.4511522601,173651.95790329104
1123149.830086131,393102.4405301459
2009826.7505085247,703439.3626779836
0.0,0.0
1991500.9245888602,697025.3236061011
281515.798135744,98530.5293475104
0.0,0.0
1736973.2092450461,607940.6232357661
1870080.1129841362,654528.0395444477
0.0,0.0
0.0,0.0
265568.0136442717,92948.8047754951
1899792.92785205,664927.5247482174
0.0,0.0
1787166.657116306,625508.3299907071
0.0,0.0
0.0,0.0
734735.2783305945,257157.34741570806
1630359.8950328345,570625.9632614921
0.0,0.0
0.0,0.0
0.0,0.0
1714717.9256919054,600151.2739921669
0.0,0.0
1356291.8459800496,474702.1460930173
0.0,0.0
0.0,0.0
2625.899563019325,919.0648470567636
1891280.405562387,661948.1419468354
0.0,0.0
2704.986136659424,946.7451478307984
470709.82504170923,164748.43876459822
1955637.9719450795,684473.2901807778
0.0,0.0
1891506.7280098957,662027.3548034634
0.0,0.0
0.0,0.0
1178274.5306893704,412396.0857412796
1899440.7484801537,664804.2619680538
0.0,0.0
63711.30463391304,22298.95662186956
298716.6282218413,104550.81987764445
1946969.9845401815,681439.4945890635
0.0,0.0
1871460.1165767452,655011.0408018607
0.0,0.0
0.0,0.0
628490.2636959836,219971.59229359424
1940005.1852169374,679001.8148259281
271249.9526642996,94937.48343250484
1626519.4031832651,569281.7911141427
1788638.5602503407,626023.4960876192
1998283.8960096587,699399.3636033805
0.0,0.0
1923196.7164384965,673118.8507534737
0.0,0.0
0.0,0.0
273145.800540134,95601.0301890469
1927277.3310113535,674547.0658539737
272317.5718856429,95311.150159975
1652480.679072032,578368.2376752112
1845482.1930680873,645918.7675738306
2014120.955180531,704942.3343131858
265161.4955582055,92806.52344537193
2555177.178774656,894312.0125711295
0.0,0.0
0.0,0.0
1185531.2742779758,414935.9459972915
1957821.7764403725,685237.6217541303
0.0,0.0
723406.2352285007,253192.1823299752
1462024.7035384208,511708.6462384473
2005081.986952691,701778.6954334419
0.0,0.0
1965302.197942391,687855.7692798368
266652.8261145135,93328.48914007972
0.0,0.0
691186.9650252009,241915.43775882028
1905840.121073399,667044.0423756896
0.0,0.0
0.0,0.0
270328.0984677935,94614.83446372772
1936546.4259633143,677791.24908716
0.0,0.0
1845159.5981891286,645805.8593661949
0.0,0.0
0.0,0.0
676827.8596003072,236889.7508601075
1955042.3626789558,684264.8269376345
0.0,0.0
635449.8325940003,222407.44140790007
1302635.6302463808,455922.47058623325
2004589.5638681496,701606.3473538524
0.0,0.0
2002877.1991849043,701007.0197147165
266820.81114099134,93387.28389934696
0.0,0.0
1374374.7121884283,481031.14926594985
1918162.9265961242,671357.0243086434
0.0,0.0
0.0,0.0
0.0,0.0
1915238.218238711,670333.3763835487
0.0,0.0
1860210.707164133,651073.7475074464
0.0,0.0
0.0,0.0
