UL_bitrate,DL_bitrate
33880.2345914159,11858.082106995565
39773.47981682621,13920.717935889174
35812.65258558408,12534.428404954428
32328.847471786743,11315.09661512536
33164.153167806,11607.4536087321
27382.475693881282,9583.866492858448
36536.4275103339,12787.749628616864
20433.20979544545,7151.623428405907
69082.0,24178.699999999997
40801.26522872795,14280.44283005478
29706.058058416213,10397.120320445674
33352.142087119435,11673.249730491802
31073.85904136893,10875.850664479125
16475.060688104953,5766.271240836733
20765.538027930437,7267.938309775653
18588.062323974613,6505.821813391114
29787.16055172957,10425.506193105348
14200.973183519036,4970.340614231663
69048.76352012367,24167.067232043282
33605.73498055236,11762.007243193326
31237.318632700804,10933.061521445281
35111.10793145844,12288.887776010453
33284.25767164931,11649.490185077259
20626.245673133453,7219.185985596708
31208.126629962215,10922.844320486774
22072.436356297498,7725.352724704124
34379.04911710487,12032.667190986704
15488.494819371852,5420.973186780147
69082.0,24178.699999999997
35768.0861579615,12518.830155286525
20945.843766388014,7331.045318235804
35327.55619739207,12364.644669087224
33145.742722612704,11601.009952914446
33202.93673708725,11621.027857980536
29950.746630884674,10482.761320809635
20703.022992191647,7246.058047267076
34243.10962436781,11985.088368528734
20611.425806611685,7213.999032314089
69082.0,24178.699999999997
35826.30531672191,12539.206860852668
27886.289581840767,9760.201353644268
32830.36299054023,11490.627046689078
28715.425317961577,10050.39886128655
15624.940798814197,5468.729279584969
20648.865849227204,7227.103047229521
18014.641713383928,6305.1245996843745
28329.19070187766,9915.21674565718
13977.248705536462,4892.037046937761
68964.52773070548,24137.584705746915
32266.175778246285,11293.161522386199
33607.39047613462,11762.586666647116
38764.31393703902,13567.509877963656
33923.558235130804,11873.245382295781
31784.926922833743,11124.724422991809
32906.28039991234,11517.19813996932
31875.483038909333,11156.419063618267
41239.71558905371,14433.900456168798
18758.161659249592,6565.356580737357
69082.0,24178.699999999997
45750.14482385518,16012.550688349313
16578.684549194895,5802.539592218213
20682.157396303297,7238.755088706153
15693.042315123406,5492.564810293192
14315.322699815819,5010.362944935537
15229.775881920572,5330.4215586722
14703.280041403406,5146.148014491192
19973.83344724293,6990.841706535025
0.0,0.0
67684.96474419614,23689.737660468647
21260.729355410047,7441.255274393516
20354.395176466147,7124.038311763151
32605.824758317005,11412.038665410952
21156.788787272337,7404.876075545318
17708.39248971191,6197.937371399168
19849.58871991106,6947.35605196887
17883.310360479863,6259.158626167952
28457.267180881012,9960.043513308354
14114.695422222021,4940.143397777707
69062.53271578657,24171.886450525297
31807.31249322865,11132.559372630027
19562.234668430032,6846.782133950511
33707.59047813718,11797.656667348012
20574.129610743377,7200.945363760182
20479.43178822172,7167.801125877601
20998.577332952736,7349.502066533457
17805.527138831232,6231.934498590931
30401.868832915545,10640.65409152044
14301.298118759412,5005.454341565794
69079.5344691098,24177.83706418843
31337.514894943422,10968.130213230197
22174.273065142785,7760.995572799974
32882.02791667667,11508.709770836835
28562.33784165811,9996.818244580338
17291.13303344861,6051.896561707013
20877.293331021865,7307.052665857652
17074.739878918885,5976.158957621609
27878.992286928456,9757.647300424958
14316.05182758021,5010.618139653073
68899.76209255066,24114.916732392732
28827.934884080227,10089.777209428079
44043.51008678637,15415.228530375229
42711.22301053747,14948.928053688112
43127.06723143806,15094.47353100332
27964.607736765814,9787.612707868035
31935.266765633052,11177.343367971567
29628.9588955567,10370.135613444845
35912.33463948846,12569.31712382096
19084.789936683414,6679.676477839194
69082.0,24178.699999999997
44962.11271498829,15736.7394502459
34688.99649078117,12141.14877177341
37905.31257969619,13266.859402893666
33639.310686612625,11773.758740314419
30662.03171036261,10731.711098626913
30950.80581261736,10832.782034416075
33314.99569050427,11660.248491676493
35456.98994036216,12409.946479126755
16758.547351005684,5865.491572851989
69082.0,24178.699999999997
44612.37722185555,15614.332027649443
15574.449131601275,5451.057196060446
28928.547364297854,10124.991577504248
19034.73735109148,6662.158072882018
19669.297423858694,6884.254098350542
18330.52912169415,6415.685192592952
16248.280482620115,5686.8981689170405
21507.177944549723,7527.512280592403
14280.0,4998.0
69082.0,24178.699999999997
29157.864583583614,10205.252604254265
27327.048886755525,9564.467110364432
35018.88916381631,12256.611207335709
31255.226428174174,10939.32924986096
28706.636630930134,10047.322820825546
29764.776001077855,10417.671600377249
21399.86329896925,7489.952154639236
34917.7392782791,12221.208747397684
16991.573848350996,5947.050846922848
69082.0,24178.699999999997
35824.705436094046,12538.646902632916
32864.561011358135,11502.596353975347
44289.20889469849,15501.22311314447
34750.14282761677,12162.54998966587
33539.253168547286,11738.738608991549
34173.425652671314,11960.698978434959
30248.24482412073,10586.885688442255
38611.65050548653,13514.077676920284
22695.69046242908,7943.4916618501775
69082.0,24178.699999999997
41086.4674386179,14380.263603516265
18873.840470296785,6605.844164603875
27293.84622552672,9552.846178934351
21357.553399319822,7475.143689761937
15754.546846161471,5514.091396156515
18073.98785052999,6325.895747685496
16975.006175977112,5941.252161591989
19742.298594262902,6909.804507992016
13556.911704670725,4744.919096634753
68999.29104827052,24149.75186689468
29384.01564309607,10284.405475083624
30563.173442625288,10697.11070491885
32885.194910772254,11509.818218770288
31979.514178719484,11192.82996255182
16526.50839269414,5784.277937442949
21061.76897336062,7371.619140676216
19563.195030731855,6847.118260756149
32397.216367906,11339.0257287671
14309.435388298563,5008.302385904497
69063.5693651691,24172.249277809184
34638.04363677888,12123.315272872607
33457.545807603165,11710.141032661108
37610.9742386764,13163.840983536738
33578.12161032535,11752.34256361387
28108.359450914333,9837.925807820016
31243.240533799697,10935.134186829893
27269.929412867772,9544.47529450372
36466.13947229635,12763.148815303723
19505.039359707815,6826.763775897734
69082.0,24178.699999999997
38229.30895830552,13380.258135406932
30574.010583582163,10700.903704253757
36959.782597321144,12935.9239090624
34642.27808483572,12124.797329692501
32028.68888540132,11210.04110989046
32343.866952823944,11320.35343348838
21789.821801777176,7626.437630622011
34505.61555180422,12076.965443131478
19447.42915798652,6806.600205295282
69082.0,24178.699999999997
36492.69724103274,12772.444034361459
15617.770994386443,5466.2198480352545
19276.54316484615,6746.790107696152
18252.408861288146,6388.343101450851
13619.89342343482,4766.962698202186
15934.706522432632,5577.147282851421
14211.319412086355,4973.961794230224
18581.350960854645,6503.472836299125
0.0,0.0
64998.85164771369,22749.59807669979
20312.142917065532,7109.250020972936
14253.500276423441,4988.725096748204
18567.685198764953,6498.689819567733
15454.764469139303,5409.167564198756
14201.12933667935,4970.395267837773
15137.500720511502,5298.125252179026
14130.003644708344,4945.50127564792
17996.985050217758,6298.944767576215
0.0,0.0
67499.18295845485,23624.714035459197
18865.943183905616,6603.080114366965
20428.610114160332,7150.013539956116
32777.23820237674,11472.03337083186
21413.675651482354,7494.786478018823
19775.90949389969,6921.568322864891
19506.562413556127,6827.296844744644
19070.56758007047,6674.698653024664
31350.559255831766,10972.695739541117
14835.975680103833,5192.591488036342
69082.0,24178.699999999997
33693.89737624044,11792.864081684154
32963.78654100257,11537.325289350898
39960.37909468213,13986.132683138745
34029.24997517651,11910.237491311778
33101.31257667265,11585.459401835427
33352.67635203793,11673.436723213275
31517.598922446665,11031.159622856332
41811.65051624104,14634.077680684362
20113.22007773458,7039.627027207102
69082.0,24178.699999999997
44492.75030281837,15572.46260598643
18776.248204171785,6571.686871460124
29962.26079319616,10486.791277618655
18044.709283159584,6315.648249105854
16613.0202872503,5814.557100537604
17359.090481208543,6075.68166842299
16378.92815432004,5732.624854012013
30842.513928048367,10794.879874816928
14493.195464648477,5072.618412626966
69037.06508635115,24162.972780222903
31151.064507643485,10902.87257767522
32618.89969982615,11416.614894939152
38039.03632088837,13313.66271231093
33538.92860020366,11738.62501007128
29608.26623285606,10362.89318149962
33032.98300943624,11561.544053302683
28878.195990234195,10107.368596581968
38794.723276877194,13578.153146907018
19076.79176657546,6676.877118301411
69082.0,24178.699999999997
40034.57513751107,14012.101298128873
31092.679648459078,10882.437876960677
35379.000296609316,12382.65010381326
33353.44332599599,11673.705164098596
21430.374644038035,7500.631125413312
30229.15092285509,10580.202822999281
20962.746037599467,7336.961113159813
33771.227663736485,11819.92968230777
16164.750092264467,5657.662532292563
69082.0,24178.699999999997
35396.72200868755,12388.852703040642
35013.17004619994,12254.60951616998
40336.227667215455,14117.679683525408
36238.063554602704,12683.322244110946
21643.701406770582,7575.295492369703
34381.49649495425,12033.523773233987
30988.3598419673,10845.925944688553
36304.905804721595,12706.717031652557
16496.775191218574,5773.8713169265
69082.0,24178.699999999997
41057.001802182596,14369.950630763908
21357.240728791505,7475.0342550770265
23586.344434718012,8255.220552151304
27953.27184392584,9783.645145374043
14084.638617240993,4929.623516034348
16169.299821492183,5659.254937522263
14266.0,4993.099999999999
18981.615742940012,6643.565510029004
5083.94104969106,1779.3793673918708
64367.92874917666,22528.77506221183
27975.879455622722,9791.557809467951
17157.590230440586,6005.156580654205
28847.458360138808,10096.610426048583
18786.81680933655,6575.3858832677915
16706.28178016906,5847.198623059171
18172.106007235165,6360.237102532307
16333.473730559612,5716.715805695864
32299.703108663394,11304.896088032187
14249.332699173201,4987.26644471062
69079.11754840211,24177.691141940737
33246.833130367064,11636.39159562847
19764.75245934728,6917.663360771548
30689.736798472964,10741.407879465536
20872.585580063533,7305.4049530222355
17460.45388365721,6111.1588592800235
19174.3915652063,6711.037047822205
16430.595811700554,5750.7085340951935
33098.167679568,11584.3586878488
14867.57587823005,5203.651557380517
69073.4357486566,24175.70251202981
33089.44788349142,11581.306759221996
31637.890685269675,11073.261739844385
35686.54322108004,12490.290127378013
32628.239348497234,11419.883771974031
21687.65228434024,7590.678299519084
30951.014501522608,10832.855075532912
21859.499119724576,7650.824691903601
34958.5485811051,12235.492003386784
16422.815828692696,5747.985540042443
69082.0,24178.699999999997
35798.005622444514,12529.30196785558
34617.14738920307,12116.001586221073
37986.26396188392,13295.19238665937
35021.18715824592,12257.415505386072
20396.36413097282,7138.727445840486
30940.313309161127,10829.109658206395
27679.392091735663,9687.787232107481
34561.76030241621,12096.616105845673
16744.668559320777,5860.633995762271
69082.0,24178.699999999997
40655.305365660366,14229.356877981127
17001.82981343249,5950.640434701371
32438.306222682837,11353.407177938992
21503.072529400062,7526.075385290022
18856.42846529708,6599.749962853977
22074.05332463503,7725.91866362226
17066.994582854048,5973.448103998916
20656.621247455972,7229.81743660959
13622.0,4767.7
69068.44272489865,24173.954953714525
27765.3868762826,9717.88540669891
33153.00761377615,11603.552664821651
35513.27592374365,12429.646573310276
34155.703244078315,11954.49613542741
21474.986317630694,7516.245211170743
30956.8638958164,10834.902363535739
28923.348071598943,10123.17182505963
34592.32218922412,12107.31276622844
15523.434427758113,5433.202049715339
69082.0,24178.699999999997
40369.32412763321,14129.263444671624
33855.544328124015,11849.440514843405
37618.29057965654,13166.401702879788
33939.89797691463,11878.96429192012
22247.663758862585,7786.6823156019045
32367.996311808827,11328.798709133089
29028.24505647753,10159.885769767136
39205.42752579671,13721.899634028847
18980.563306610788,6643.197157313775
69082.0,24178.699999999997
41685.573566270505,14589.950748194675
15142.030650496341,5299.710727673719
27716.57924261817,9700.802734916359
18995.718860378063,6648.501601132321
18384.132061382912,6434.446221484019
17599.166039601147,6159.708113860401
15096.67804861884,5283.837317016593
20472.67223180291,7165.435281131018
14210.085261542288,4973.5298415398
69078.87440770134,24177.60604269547
28033.66540348081,9811.782891218283
29405.27408565249,10291.845929978372
34833.72676808348,12191.804368829216
32072.585862845597,11225.405051995958
21122.219908615072,7392.776968015275
28990.316558787115,10146.61079557549
20476.27203295403,7166.695211533911
34166.607887132515,11958.31276049638
15369.037380226287,5379.1630830792
69082.0,24178.699999999997
35406.296486893385,12392.203770412683
31292.618862598392,10952.416601909437
33479.9881225278,11717.99584288473
32610.582305660308,11413.703806981108
15466.0,5413.099999999999
27830.85468076993,9740.799138269474
